q,ic50
0,29.38638742763967
0.01,206.22203957121667
0.02,349.3003255019105
0.03,512.7003184355167
0.04,673.6801194112933
0.05,807.2109774209443
0.06,954.0448427543097
0.07,1103.4139509475026
0.08,1251.8112722856376
0.09,1421.0515856993034
0.1,1571.4785550295933
0.11,1737.1817954468995
0.12,1900.676455196865
0.13,2072.5342561100106
0.14,2221.5864732161263
0.15,2407.6581838119496
0.16,2656.7871924458386
0.17,2859.593132507799
0.18,3058.70192461639
0.19,3258.5296626372055
0.2,3494.9631326897097
0.21,3737.6201594369927
0.22,3977.7864032957823
0.23,4228.978688464016
0.24,4475.55985536811
0.25,4761.117596088563
0.26,5070.418098355362
0.27,5336.208446226852
0.28,5609.445119467861
0.29,6019.731662338081
0.3,6403.425652658933
0.31,6718.608176260692
0.32,7111.460542735517
0.33,7461.693240659266
0.34,7829.812980999893
0.35000000000000003,8292.473108250124
0.36,8671.766933688625
0.37,9125.993761974496
0.38,9580.700206570644
0.39,9965.09775408878
0.4,10380.66905501178
0.41000000000000003,10886.441975441758
0.42,11490.617899090626
0.43,12033.072244875462
0.44,12677.617431569732
0.45,13200.369386885543
0.46,13836.837679907592
0.47000000000000003,14544.131861656933
0.48,15264.580066511418
0.49,16080.176505401781
0.5,16882.254381432707
0.51,17774.33684677031
0.52,18650.18002868139
0.53,19539.417866512813
0.54,20335.985192588
0.55,20999.045662819666
0.56,21996.692180344333
0.5700000000000001,23174.612050686475
0.58,24199.77448222805
0.59,25335.61238657737
0.6,26670.940581081144
0.61,27988.825738859436
0.62,29257.17930795576
0.63,30636.36558710932
0.64,32452.60643693651
0.65,33767.20709787305
0.66,35351.63636425459
0.67,37138.907935223
0.68,39072.7951871814
0.6900000000000001,41221.94499466266
0.7000000000000001,43586.5916278583
0.71,46334.9750974752
0.72,48763.27628692756
0.73,51827.073425465875
0.74,54780.94801976483
0.75,58178.572595877995
0.76,60898.92480806141
0.77,64626.00414336595
0.78,68166.75389602837
0.79,72532.39351621788
0.8,76749.189593238
0.81,82787.14704276965
0.8200000000000001,88920.53875210969
0.8300000000000001,95212.96338191908
0.84,102391.7532649904
0.85,110016.78387727217
0.86,118454.10337956004
0.87,127359.23026350237
0.88,139748.0640648387
0.89,152677.43401988572
0.9,169194.421567855
0.91,189644.77443607038
0.92,215515.94407882073
0.93,240240.62401622004
0.9400000000000001,278157.57476809534
0.9500000000000001,323829.8923485685
0.96,387509.3533273876
0.97,473684.141261022
0.98,692642.8523792728
0.99,1148445.5837596124
1,17193611.12912722
